drugName	cui	tty
Acromona	drugBank00916	Brand_Names
Thiocellobiose	drugBank03263	Generic_Name
Sistra	drugBank01230	Brand_Names
Almocarpine	drugBank01085	Brand_Names
Loestrin	drugBank00717	Brand_Names
Golan	drugBank00695	Brand_Names
Cocaina	drugBank00907	Synonyms
Arto-espasmol	drugBank04838	Brand_Names
Isoflurophosphate	drugBank00677	Brand_Names
Granisetronum [INN-Latin]	drugBank00889	Synonyms
Pramipexole hydrochloride	drugBank00413	Synonyms
Clorocipan	drugBank00256	Brand_Names
Diclord	drugBank00586	Brand_Names
bepotastine	drugBank04890	Synonyms
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide	drugBank02429	Generic_Name
2-Amino-4-(methylthio)butyric acid	drugBank00134	Synonyms
Dipyridamol	drugBank00975	Synonyms
Indirubin-5-Sulphonate	drugBank02519	Generic_Name
Aprindin	drugBank01429	Synonyms
Metakvalon	drugBank04833	Brand_Names
Teltozan	drugBank00258	Brand_Names
Dobutamine [Usan:Ban:Inn]	drugBank00841	Brand_Names
Ondansetron	drugBank00904	Generic_Name
Salurid	drugBank00695	Brand_Names
Reno-dip	drugBank00271	Brand_Names
Lealgin Compositum	drugBank00502	Brand_Names
18-Oxocorticosterone	drugBank04630	Synonyms
1-Benzyl-(R)-Propylamine	drugBank02972	Generic_Name
Yohimbine	drugBank01392	Generic_Name
Piloptic-1/2	drugBank01085	Brand_Names
Molecule: Beta-Lactamase II	drugBank02863	Drug_Category
Biofuroksym	drugBank01112	Brand_Names
FSH-B	drugBank00024	Synonyms
Alphamethadol	drugBank01498	Generic_Name
Devoran	drugBank00431	Brand_Names
Dexaltin	drugBank01234	Brand_Names
Incafolic	drugBank00158	Brand_Names
Gen-Tamoxifen	drugBank00675	Brand_Names
Syspride	drugBank00604	Brand_Names
Night Rest	drugBank01065	Brand_Names
Pyridoxyl-Glutamic Acid-5'-Monophosphate	drugBank01813	Generic_Name
Nicotisan	drugBank00951	Brand_Names
Enfluranum [INN-Latin]	drugBank00228	Synonyms
alimta	drugBank00642	RxList_Link
Dynamos	drugBank00390	Brand_Names
Oralcer	drugBank04815	Brand_Names
Drixoral Nasal Solution	drugBank00935	Brand_Names
Melsedin	drugBank04833	Brand_Names
&Delta;9-THC	drugBank00470	Brand_Names
Cytarabine	drugBank00987	Generic_Name
N-Ethyl-N-(3-phenylpropyl)benzenepropanamine	drugBank01616	Synonyms
Cyclopal	drugBank01355	Brand_Names
Delsterol	drugBank00169	Brand_Names
Spasmocyclon	drugBank04838	Brand_Names
PMS-bismuth subsalicylate	drugBank01294	Brand_Names
Dayto himbin	drugBank01392	Brand_Names
Anti-inflammatory Agents	drugBank00152	Drug_Category
Aminosultopride	drugBank06288	Synonyms
Decadron Tablets, Elixir	drugBank01234	Brand_Names
[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid	drugBank02106	Generic_Name
Paramomycin sulfate	drugBank01421	Synonyms
Fluoxymesteronum [INN-Latin]	drugBank01185	Synonyms
Allergival	drugBank01075	Brand_Names
Proeptatriene	drugBank00924	Brand_Names
Trichex	drugBank00916	Brand_Names
Furall	drugBank00614	Brand_Names
1-(Bis(4-fluorophenyl)methyl)-4-cinnamylpiperazine	drugBank04841	Synonyms
4,9-Diazadodecane-1,12-diamine	drugBank00127	Synonyms
2-(ethylmercuri-thio)-benzoic acid	drugBank02731	Synonyms
Adaferin	drugBank00210	Brand_Names
D-amphetamine	drugBank01576	Synonyms
Mannigen	drugBank00742	Brand_Names
Fabrazyme	drugBank00103	Brand_Names
Cysteine Proteinase Inhibitors	drugBank02424	Drug_Category
Metfenossidiolo	drugBank00874	Synonyms
Oxibenzona [inn-spanish]	drugBank01428	Synonyms
Droxia	drugBank01005	Brand_Names
Tranquo-Puren	drugBank00829	Brand_Names
Glandubolin	drugBank00655	Brand_Names
Mephenterdrine	drugBank01365	Synonyms
Pentran	drugBank01028	Brand_Names
Nd1-Phosphonohistidine	drugBank01899	Generic_Name
1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine	drugBank02225	Generic_Name
Freon 123b1	drugBank01159	Synonyms
Olamin	drugBank00568	Brand_Names
3-hydroxyglutaric acid	drugBank04594	Generic_Name
Trehalose-6-Phosphate	drugBank02430	Generic_Name
Cardelmycin	drugBank01051	Brand_Names
D-Treitol	drugBank03278	Generic_Name
Metasol TK 100	drugBank00730	Brand_Names
Oleovitamin D	drugBank00153	Brand_Names
Clindamycinum [INN-Latin]	drugBank01190	Synonyms
(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	drugBank03234	Generic_Name
Delysid	drugBank04829	Synonyms
Ethyldithiourame	drugBank00822	Brand_Names
(Z,Z,Z)-8,11,14-Eicosatrienoic acid	drugBank00154	Synonyms
Solfoton Talpheno	drugBank01174	Brand_Names
Salts of England	drugBank00653	Brand_Names
Triombrine	drugBank00271	Brand_Names
Iodochlorhydroxyquinol	drugBank04815	Synonyms
Antikol	drugBank00822	Brand_Names
(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE	drugBank04709	Generic_Name
Glyben	drugBank01016	Brand_Names
Teolit	drugBank00894	Brand_Names
Felypressinum [INN-Latin]	drugBank00093	Brand_Names
Azolmen	drugBank04794	Brand_Names
Merrem I.V.	drugBank00760	Brand_Names
Glucoremed	drugBank01016	Brand_Names
Isotamine	drugBank00951	Brand_Names
AK-Pentolate	drugBank00979	Brand_Names
Norfranil	drugBank00458	Brand_Names
Amoxivet	drugBank01060	Brand_Names
Cheladrate	drugBank00974	Brand_Names
Sevofluran	drugBank01236	Synonyms
Besan	drugBank00852	Brand_Names
Duponal waqe	drugBank00815	Brand_Names
Buspisal	drugBank00490	Brand_Names
Ilsatec	drugBank00448	Brand_Names
Sanasthmax	drugBank00394	Brand_Names
17alpha-Ethynylestradiol 3-cyclopentyl ether	drugBank04575	Synonyms
Deltanyne	drugBank00470	Brand_Names
Nifedin	drugBank01115	Brand_Names
Mylosar	drugBank00928	Brand_Names
Crystal Violet Pure DSC	drugBank00406	Brand_Names
baygam	drugBank00028	RxList_Link
Theophyl	drugBank00277	Brand_Names
Estrovite	drugBank00783	Brand_Names
delta4-Estrene-3,17-dione	drugBank01434	Synonyms
Esomperazole	drugBank00736	Synonyms
Nicotine Polacrilex	drugBank00184	Brand_Names
Folliculin	drugBank00655	Brand_Names
Bhap Der	drugBank00705	Brand_Names
Codicept	drugBank00318	Brand_Names
Oxaloplatine [French]	drugBank00526	Synonyms
Ranidine	drugBank00863	Brand_Names
Nebilet	drugBank04861	Brand_Names
Ranic	drugBank00863	Brand_Names
Ethyl para-chlorophenoxyisobutyrate	drugBank00636	Synonyms
Lutidon	drugBank00396	Brand_Names
Gentacidin	drugBank00798	Brand_Names
1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	drugBank04469	Generic_Name
Asmax	drugBank00277	Brand_Names
Prazeene	drugBank01588	Brand_Names
Butatab	drugBank00237	Brand_Names
AMPH-B	drugBank00681	Synonyms
Songar	drugBank00897	Brand_Names
Koate-HP	drugBank00025	Brand_Names
Fluorodiisopropyl Phosphate	drugBank00677	Brand_Names
Centany	drugBank00410	Brand_Names
Isopropyl Fluophosphate	drugBank00677	Brand_Names
Liticum	drugBank01425	Brand_Names
Kolpolyn	drugBank00977	Brand_Names
Meta Vanadate	drugBank02681	Generic_Name
Prolets	drugBank00396	Brand_Names
Arcitumomab	drugBank00113	Generic_Name
bumetan	drugBank00887	RxList_Link
Sulfuric acid dodecyl ester sodium salt	drugBank00815	Synonyms
Tranquizine	drugBank00557	Brand_Names
Sustiva	drugBank00625	Brand_Names
Meprin	drugBank00371	Brand_Names
Fibroblast interferon	drugBank00060	Synonyms
Tega-Cetin	drugBank00446	Brand_Names
Metaraminol	drugBank00610	Generic_Name
Restenil	drugBank00371	Brand_Names
Kristalose	drugBank00581	Brand_Names
Norgestrelum [INN-Latin]	drugBank00506	Brand_Names
Vyvanse	drugBank01255	Brand_Names
Gastrotablinen	drugBank01233	Brand_Names
Rani-Q	drugBank00863	Brand_Names
Permital	drugBank00985	Brand_Names
Central Nervous System Stimulants	drugBank00182	Drug_Category
Felipressina [DCIT]	drugBank00093	Brand_Names
Nulceran	drugBank00927	Brand_Names
Hexavibex	drugBank00165	Brand_Names
Phenazon	drugBank01435	Synonyms
Isopyrin	drugBank00951	Brand_Names
Delta F	drugBank00860	Brand_Names
Buformine HCL	drugBank04830	Synonyms
Calcifediol Anhydrous	drugBank00146	Synonyms
Thiarsahydroxy-Cysteine	drugBank01808	Generic_Name
Diuciclin	drugBank00618	Brand_Names
Clofaziminum [INN-Latin]	drugBank00845	Synonyms
Folsaure	drugBank00158	Brand_Names
Nutritional Supplement	drugBank00151	Drug_Category
N-(4-(((2-Amino-1,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl)methyl)amino)benzoyl)glutamic acid	drugBank00116	Synonyms
Iquix	drugBank01137	Brand_Names
2,2-Diphenyl-4-diisopropylaminobutyramide methiodide	drugBank01625	Synonyms
moexip	drugBank00691	RxList_Link
Clopromate	drugBank01233	Brand_Names
Teicomycin A2	drugBank06149	Synonyms
(S)-Valine	drugBank00161	Synonyms
Antihelmintics	drugBank01103	Drug_Category
Angiogenesis Inhibitors	drugBank01041	Drug_Category
topiramate tablet	drugBank00273	Synonyms
Rythmol	drugBank01182	Brand_Names
Chlorothiazide	drugBank00880	Generic_Name
Tioconazolum [INN-Latin]	drugBank01007	Synonyms
Bisphenabid	drugBank01599	Brand_Names
Dexa-Cortisyl	drugBank01234	Brand_Names
Domes	drugBank04829	Synonyms
Viveta	drugBank00374	Brand_Names
Antiplatelet Agents	drugBank00054	Drug_Category
Enerzer	drugBank01247	Brand_Names
Metaxalon	drugBank00660	Synonyms
Solian	drugBank06288	Brand_Names
Harmar	drugBank00647	Brand_Names
Anti EGFR	drugBank00002	Synonyms
Univer	drugBank00661	Brand_Names
Dihydrofollicular Hormone	drugBank00783	Synonyms
Neomycin B	drugBank00452	Synonyms
fosfomycin	drugBank00828	RxList_Link
Constulose	drugBank00581	Brand_Names
d-1-Phenyl-2-methylaminopropan [German]	drugBank01577	Synonyms
Amoenol	drugBank04815	Brand_Names
Arabinosyladenine Triphosphate	drugBank00194	Synonyms
Roipnol	drugBank01544	Brand_Names
Theophyline Ethylenediamine	drugBank01223	Brand_Names
Deltra	drugBank00635	Brand_Names
Isradipin	drugBank00270	Synonyms
Lubrokal	drugBank01174	Brand_Names
W-molybdopterin cofactor	drugBank01794	Synonyms
Fosfotion 550	drugBank00772	Brand_Names
Prazosinum [INN-Latin]	drugBank00457	Synonyms
Eldisine	drugBank00309	Brand_Names
Meprozine	drugBank00371	Brand_Names
Iodochloroxychinolinum	drugBank04815	Synonyms
Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine	drugBank03427	Generic_Name
Aquirel	drugBank00606	Brand_Names
Rohypnol	drugBank01544	Brand_Names
Fluocinolone acetonide [DCIT]	drugBank00591	Synonyms
Meprosa	drugBank00371	Brand_Names
Sulfoxyphenylpyrazolidine	drugBank01138	Synonyms
Prescaina	drugBank00892	Brand_Names
Hormoluton	drugBank00396	Brand_Names
Oxyriprocaine	drugBank00892	Synonyms
DL-oxprenolol	drugBank01580	Synonyms
Osteoscan	drugBank01077	Brand_Names
Doxycin	drugBank00254	Brand_Names
9-(5,5-Difluoro-5-Phosphonopentyl)Guanine	drugBank04260	Generic_Name
Fentazin	drugBank00850	Brand_Names
Equex SP	drugBank00815	Brand_Names
Phenoxine	drugBank00397	Brand_Names
Capastat sulfate	drugBank00314	Synonyms
Sevelamer	drugBank00658	Generic_Name
Phthalic Acid	drugBank02746	Generic_Name
Ocu-Pentolate	drugBank00979	Brand_Names
Spirolakton	drugBank00421	Brand_Names
Novalgin	drugBank04817	Brand_Names
Nomifensine maleate	drugBank04821	Synonyms
Gastrodomina	drugBank00927	Brand_Names
COP-1	drugBank05259	Synonyms
Glaucol	drugBank01144	Brand_Names
Sorbidilat	drugBank00883	Brand_Names
Ethyl p-chlorophenoxyisobutyrate	drugBank00636	Synonyms
Tramadol HCl BP/EP	drugBank00193	Brand_Names
Inhiston	drugBank01620	Brand_Names
Asabaine	drugBank00940	Brand_Names
Lincorex	drugBank01627	Brand_Names
Zwitsalax	drugBank04816	Brand_Names
Dimapp	drugBank01069	Brand_Names
Nadostine	drugBank00646	Brand_Names
Kaon-Cl	drugBank00761	Brand_Names
Astra 1515	drugBank00750	Brand_Names
Cefazoline	drugBank01327	Synonyms
Novoridazine	drugBank00679	Brand_Names
Cyclandelatum [inn-latin]	drugBank04838	Synonyms
Mylinax	drugBank00242	Brand_Names
Arthaxan	drugBank00461	Brand_Names
Pasdium	drugBank00233	Brand_Names
Drixoral N.D.	drugBank00852	Brand_Names
L-Xyloascorbic Acid	drugBank00126	Synonyms
Gastrofrenal	drugBank01003	Brand_Names
CRA_8696	drugBank03159	Generic_Name
Isocitrate Calcium Complex	drugBank01848	Generic_Name
Demolox	drugBank00543	Brand_Names
Nicotinamide	drugBank02701	Generic_Name
5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine	drugBank04306	Generic_Name
Evronal	drugBank00418	Brand_Names
Ptimal	drugBank00347	Brand_Names
Clonitazene	drugBank01523	Generic_Name
hydroflumethiazide	drugBank00774	RxList_Link
2AS	drugBank04313	Synonyms
Dilcor	drugBank01115	Brand_Names
Isocaramidine sulfate	drugBank04840	Synonyms
Glysoletten	drugBank01174	Brand_Names
Ciclacillinum [INN-Latin]	drugBank01000	Synonyms
Diazepam	drugBank00829	Generic_Name
N-Omega-Hydroxy-L-Arginine	drugBank03144	Generic_Name
Viramune	drugBank00238	Brand_Names
Volamin	drugBank01031	Brand_Names
Acide acetylsalicylique	drugBank00945	Synonyms
Dirigestran	drugBank00644	Brand_Names
Guanfacine HCl	drugBank01018	Synonyms
Acelat	drugBank00421	Brand_Names
Enterum locorten	drugBank04815	Brand_Names
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	drugBank04513	Generic_Name
Methylphenidate hydrochloride	drugBank00422	Synonyms
Calcium Gluceptate	drugBank00326	Generic_Name
Supranephrine	drugBank00668	Brand_Names
Mexilitine	drugBank00379	Synonyms
Contuss	drugBank00397	Brand_Names
Piraflogin	drugBank03585	Brand_Names
Quinilon	drugBank00608	Brand_Names
Curretab	drugBank00396	Brand_Names
Rubomycin C	drugBank00694	Brand_Names
everolimus	drugBank01590	Synonyms
LH-B	drugBank00032	Synonyms
Polamidone	drugBank00333	Brand_Names
Nemurel	drugBank01215	Brand_Names
Adipan	drugBank00182	Brand_Names
Triaprin	drugBank00316	Brand_Names
Arava	drugBank01097	Brand_Names
Acenocoumarin	drugBank01418	Synonyms
Bricar	drugBank00871	Brand_Names
Neriodin	drugBank00586	Brand_Names
Edrophonium Ion	drugBank01010	Synonyms
Buprenorphine	drugBank00921	Generic_Name
Doloxene	drugBank00647	Brand_Names
alpha-phthalimidoglutarimide	drugBank01041	Synonyms
Ansiatan	drugBank00371	Brand_Names
Dohyfral A	drugBank00162	Brand_Names
Nizatidinum [Latin]	drugBank00585	Brand_Names
IUDR	drugBank00249	Synonyms
Neoral	drugBank00091	Brand_Names
Andronate 100	drugBank00624	Brand_Names
Allergin	drugBank01075	Brand_Names
Predne-Dome	drugBank00860	Brand_Names
Gallamine Triiodoethylate	drugBank00483	Synonyms
Sanamidol	drugBank00338	Brand_Names
Dopamine HCl	drugBank00988	Synonyms
Varenicline tartrate	drugBank01273	Synonyms
Moryl	drugBank00411	Brand_Names
Tenofovir	drugBank00300	Generic_Name
Phisodan	drugBank00756	Brand_Names
Somnol	drugBank00690	Brand_Names
Tibivis	drugBank00951	Brand_Names
Dihidrobenzperidol	drugBank00450	Brand_Names
Butisol	drugBank00237	Brand_Names
Salicylic acid collodion	drugBank00936	Brand_Names
Alesten	drugBank00634	Brand_Names
Solevione anastress	drugBank00371	Brand_Names
Isonicotinic acid, {2-[2-(benzylcarbamoylethyl]hydrazide}	drugBank04820	Synonyms
4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid	drugBank01832	Generic_Name
Beta Testosterone	drugBank00624	Brand_Names
Levomitsetin	drugBank00446	Brand_Names
Diphemanil Methylsulfate	drugBank00729	Generic_Name
Rifaldazine	drugBank01045	Brand_Names
Euteberol	drugBank00421	Brand_Names
Phthalamudine	drugBank00310	Brand_Names
Disopyramide Free Base	drugBank00280	Synonyms
Histamine H2 Antagonists	drugBank00501	Drug_Category
Emandion	drugBank00498	Brand_Names
Jaysol S	drugBank00898	Brand_Names
Xylocaine Endotracheal	drugBank00281	Brand_Names
Agolutin	drugBank00396	Brand_Names
Isocarbossazide [Dcit]	drugBank01247	Synonyms
Lunac	drugBank03193	Brand_Names
Cetirizinum [Latin]	drugBank00341	Synonyms
1-Methyl-4-N-2-thenylanilinopiperidine	drugBank04826	Synonyms
Ranitidin AL	drugBank00863	Brand_Names
Romglizone	drugBank00197	Brand_Names
IMMU-4	drugBank00113	Synonyms
Kunecatechins	drugBank01266	Generic_Name
Benemid	drugBank01032	Brand_Names
Methimazole	drugBank00763	Generic_Name
Fencumar	drugBank00946	Brand_Names
methocar	drugBank00423	RxList_Link
Duraphyllin	drugBank00277	Brand_Names
Agilease	drugBank00975	Brand_Names
Decylamine-N,N-Dimethyl-N-Oxide	drugBank02613	Generic_Name
12-Bromododecanoic Acid	drugBank02405	Generic_Name
Phensedyl	drugBank01069	Brand_Names
RU79073	drugBank03525	Generic_Name
Nourytam	drugBank00675	Brand_Names
Desulfo-Coenzyme A	drugBank01829	Generic_Name
Azidothymidine	drugBank00495	Brand_Names
AL4623	drugBank03877	Generic_Name
Draganon	drugBank04599	Brand_Names
N~2~-Succinylornithine	drugBank03582	Generic_Name
Flunitrazepamum [inn-latin]	drugBank01544	Synonyms
Pydox	drugBank00165	Brand_Names
Pentyl Trihydrogen Diphosphate	drugBank02707	Generic_Name
Amplisom	drugBank00415	Brand_Names
N-Ethyl-3-phenyl-N-(3-phenylpropyl)-1-propanamine	drugBank01616	Synonyms
Mustargen	drugBank00888	Brand_Names
[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid	drugBank02504	Generic_Name
Endolin	drugBank01230	Brand_Names
Haffkinine	drugBank01103	Brand_Names
Thioridazin	drugBank00679	Synonyms
7beta-Hydroxylithocholic acid	drugBank01586	Synonyms
Placidon	drugBank00371	Brand_Names
Parasalicil	drugBank00233	Brand_Names
Benzopenicillin	drugBank01053	Brand_Names
Deverol	drugBank00421	Brand_Names
Dinacrin	drugBank00951	Brand_Names
3-fluoro-L-tyrosine	drugBank04436	Synonyms
N,N-Dimethyl-L-Alanine	drugBank02167	Generic_Name
3-(4-Carbamoyl-1-Carboxy-2-Methylsulfonyl-Buta-1,3-Dienylamino)-Indolizine-2-Carboxylic Acid	drugBank02876	Generic_Name
Histryl	drugBank01146	Brand_Names
Biperidine Hydrochloride	drugBank00810	Synonyms
Utimox	drugBank01060	Brand_Names
Tramadol	drugBank00193	Generic_Name
Chemiazid	drugBank00951	Brand_Names
Acide Arsenieux [French]	drugBank01169	Synonyms
Sulpiride	drugBank00391	Generic_Name
Monofeme 28	drugBank00367	Brand_Names
Uticort	drugBank00443	Brand_Names
Uridine-Diphosphate-N-Acetylglucosamine	drugBank03397	Generic_Name
2-(3-Trifluoromethyl-phenylamino)-nicotinic acid	drugBank04552	Synonyms
Cancidas	drugBank00520	Brand_Names
Ultracorten	drugBank00635	Brand_Names
Phentercot	drugBank00191	Brand_Names
Diphenhist	drugBank01075	Brand_Names
7-Epipaclitaxel	drugBank01229	Synonyms
Micronefrin	drugBank00668	Brand_Names
2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	drugBank01884	Generic_Name
3-phenyl-3-({[4-(4-pyridin-4-ylphenyl)thien-2-yl]carbonyl}amino)propanoic acid	drugBank03367	Synonyms
1,3,5(10)-Estratriene-3,16alpha,17beta-triol	drugBank04573	Synonyms
Epinastine	drugBank00751	Generic_Name
Dilrene	drugBank00343	Brand_Names
lomefloxacin hydrochloride	drugBank00978	Synonyms
Sagisal	drugBank00421	Brand_Names
1-Deamino-8-D-arginine vasopressin	drugBank00035	Synonyms
Aminocaproate	drugBank00513	Synonyms
Phenethylbiguanide Hydrochloride	drugBank00914	Synonyms
Teofen	drugBank00651	Brand_Names
Propasa	drugBank00233	Brand_Names
4-Methyl-Histidine	drugBank04151	Generic_Name
S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea	drugBank02141	Generic_Name
Bosentan	drugBank00559	Generic_Name
Flogoril	drugBank03585	Brand_Names
Stopaethyl	drugBank00822	Brand_Names
Gresfeed	drugBank00400	Brand_Names
Antithrombotic Agents	drugBank00001	Drug_Category
Dimenoxadol	drugBank01461	Generic_Name
Alotec	drugBank00816	Brand_Names
Inapsin	drugBank00450	Brand_Names
Lergy	drugBank00455	Brand_Names
Stepanol ME DRY	drugBank00815	Brand_Names
Adenylpyrophosphoric acid	drugBank00171	Synonyms
Metaglucina	drugBank00414	Brand_Names
Desomorphine	drugBank01531	Generic_Name
Depsococaine	drugBank00907	Synonyms
Testobase	drugBank00624	Brand_Names
Methohexital	drugBank00474	Generic_Name
Loxinter	drugBank01165	Brand_Names
Ami-Pilo	drugBank01085	Brand_Names
N-[(2r)-2,4-Dihydroxy-3,3-Dimethylbutanoyl]-Beta-Alanine	drugBank01783	Generic_Name
Etorphine HCl	drugBank01497	Synonyms
Ortho-hydroxycinnamic acid	drugBank01650	Synonyms
Sunitinib	drugBank01268	Generic_Name
S-Adenosyl-L-Homocysteine	drugBank01752	Generic_Name
clonaz	drugBank01068	RxList_Link
Bleomycinum [INN-Latin]	drugBank00290	Synonyms
Glucosamine 1-Phosphate	drugBank03111	Generic_Name
Cyclohexane Propionic Acid	drugBank02242	Generic_Name
Beta-cytosine arabinoside	drugBank00987	Synonyms
Rebeprazole sodium	drugBank01129	Synonyms
Precort	drugBank00635	Brand_Names
Compound 15	drugBank01943	Generic_Name
Tagamet HB 200	drugBank00501	Brand_Names
Lisuridum [INN-Latin]	drugBank00589	Brand_Names
Di-n-propylacetic acid	drugBank00313	Synonyms
Chlorvescent	drugBank00761	Brand_Names
Pantoprazole	drugBank00213	Generic_Name
Vitaped	drugBank00115	Brand_Names
Kwell	drugBank00431	Brand_Names
Ro-Papav	drugBank01113	Brand_Names
Compocillin G	drugBank01053	Brand_Names
Porfimer	drugBank00707	Generic_Name
Triamterene	drugBank00384	Generic_Name
nitroglycerin ointment	drugBank00727	Synonyms
Neuroleptics	drugBank00420	Drug_Category
Sodium Nitroprusside	drugBank00325	Synonyms
Beldin	drugBank01075	Brand_Names
Sulfapolar	drugBank00263	Brand_Names
Torisel	drugBank06287	Brand_Names
Sodium lauryl sulphate	drugBank00815	Synonyms
